normal,/data/all/data/qooxdoo/qooxdoo,0.52,18,115,03-05-2022_19-07-19,t5-small,/scratch/arminz/tmp/finetuned//data/all/data/qooxdoo/qooxdoo,repo-based-included
normal,all,0.27,52,3529,03-05-2022_19-08-41,t5-small,/scratch/arminz/tmp/finetuned//data/all/data/qooxdoo/qooxdoo,source-test
normal,/data/all/data/zloirock/core-js,0.54,8,41,03-05-2022_19-33-39,t5-small,/scratch/arminz/tmp/finetuned//data/all/data/zloirock/core-js,repo-based-included
normal,all,0.34,52,3529,03-05-2022_19-34-30,t5-small,/scratch/arminz/tmp/finetuned//data/all/data/zloirock/core-js,source-test
normal,/data/all/data/emberjs/ember.js,0.55,11,47,03-05-2022_20-00-29,t5-small,/scratch/arminz/tmp/finetuned//data/all/data/emberjs/ember.js,repo-based-included
normal,all,0.32,52,3529,03-05-2022_20-01-31,t5-small,/scratch/arminz/tmp/finetuned//data/all/data/emberjs/ember.js,source-test
normal,/data/all/data/foam-framework/foam,0.36,13,33,03-05-2022_20-26-01,t5-small,/scratch/arminz/tmp/finetuned//data/all/data/foam-framework/foam,repo-based-included
normal,all,0.34,52,3529,03-05-2022_20-26-48,t5-small,/scratch/arminz/tmp/finetuned//data/all/data/foam-framework/foam,source-test
normal,/data/all/data/elastic/kibana,0.49,17,51,03-05-2022_20-51-33,t5-small,/scratch/arminz/tmp/finetuned//data/all/data/elastic/kibana,repo-based-included
normal,all,0.34,52,3529,03-05-2022_20-52-22,t5-small,/scratch/arminz/tmp/finetuned//data/all/data/elastic/kibana,source-test
normal,/data/all/data/Encapsule-Annex/onm,0.97,1,39,03-05-2022_21-18-17,t5-small,/scratch/arminz/tmp/finetuned//data/all/data/Encapsule-Annex/onm,repo-based-included
normal,all,0.34,52,3529,03-05-2022_21-19-11,t5-small,/scratch/arminz/tmp/finetuned//data/all/data/Encapsule-Annex/onm,source-test
normal,/data/all/data/sequelize/sequelize,0.50,12,40,03-05-2022_21-44-24,t5-small,/scratch/arminz/tmp/finetuned//data/all/data/sequelize/sequelize,repo-based-included
normal,all,0.31,52,3529,03-05-2022_21-45-19,t5-small,/scratch/arminz/tmp/finetuned//data/all/data/sequelize/sequelize,source-test
normal,/data/all/data/dcos/dcos-ui,0.86,9,37,03-05-2022_22-11-51,t5-small,/scratch/arminz/tmp/finetuned//data/all/data/dcos/dcos-ui,repo-based-included
normal,all,0.34,52,3529,03-05-2022_22-12-37,t5-small,/scratch/arminz/tmp/finetuned//data/all/data/dcos/dcos-ui,source-test
normal,/data/all/data/LivelyKernel/LivelyKernel,0.61,12,36,03-05-2022_22-37-21,t5-small,/scratch/arminz/tmp/finetuned//data/all/data/LivelyKernel/LivelyKernel,repo-based-included
normal,all,0.34,52,3529,03-05-2022_22-38-00,t5-small,/scratch/arminz/tmp/finetuned//data/all/data/LivelyKernel/LivelyKernel,source-test
normal,/data/all/data/svgdotjs/svg.js,0.81,5,31,03-05-2022_23-03-48,t5-small,/scratch/arminz/tmp/finetuned//data/all/data/svgdotjs/svg.js,repo-based-included
normal,all,0.28,52,3529,03-05-2022_23-04-30,t5-small,/scratch/arminz/tmp/finetuned//data/all/data/svgdotjs/svg.js,source-test
