normal,/data/all/data/qooxdoo/qooxdoo,0.48,18,115,31-05-2022_20-40-48,t5-large,/scratch/arminz/tmp/currl_/data/all/data/qooxdoo/qooxdoo_length_input,repo-based-included,2022-05-31 20:40:48.314010, 2022-05-31 20:41:37.880562, 2022-05-31 20:43:13.250080, 2022-05-31 20:43:13.252510
normal,all,0.48,52,3529,31-05-2022_20-43-49,t5-large,/scratch/arminz/tmp/currl_/data/all/data/qooxdoo/qooxdoo_length_input,source-test,2022-05-31 20:43:49.574940, 2022-05-31 20:49:29.591449, 2022-05-31 21:24:30.024016, 2022-05-31 21:24:30.025968
normal,/data/all/data/zloirock/core-js,0.37,8,41,31-05-2022_21-28-33,t5-large,/scratch/arminz/tmp/currl_/data/all/data/zloirock/core-js_length_input,repo-based-included,2022-05-31 21:28:33.716343, 2022-05-31 21:29:22.306987, 2022-05-31 21:30:01.045257, 2022-05-31 21:30:01.048749
normal,all,0.48,52,3529,31-05-2022_21-30-32,t5-large,/scratch/arminz/tmp/currl_/data/all/data/zloirock/core-js_length_input,source-test,2022-05-31 21:30:32.742345, 2022-05-31 21:34:25.857984, 2022-05-31 22:09:29.890353, 2022-05-31 22:09:29.892431
normal,/data/all/data/emberjs/ember.js,0.53,11,47,31-05-2022_22-13-49,t5-large,/scratch/arminz/tmp/currl_/data/all/data/emberjs/ember.js_length_input,repo-based-included,2022-05-31 22:13:49.807318, 2022-05-31 22:14:40.414918, 2022-05-31 22:15:25.989271, 2022-05-31 22:15:25.993236
normal,all,0.48,52,3529,31-05-2022_22-16-00,t5-large,/scratch/arminz/tmp/currl_/data/all/data/emberjs/ember.js_length_input,source-test,2022-05-31 22:15:59.966934, 2022-05-31 22:20:01.794927, 2022-05-31 22:55:10.221550, 2022-05-31 22:55:10.224510
normal,/data/all/data/foam-framework/foam,0.39,13,33,31-05-2022_22-59-13,t5-large,/scratch/arminz/tmp/currl_/data/all/data/foam-framework/foam_length_input,repo-based-included,2022-05-31 22:59:13.547436, 2022-05-31 23:00:04.752161, 2022-05-31 23:00:51.161236, 2022-05-31 23:00:51.174127
normal,all,0.48,52,3529,31-05-2022_23-01-22,t5-large,/scratch/arminz/tmp/currl_/data/all/data/foam-framework/foam_length_input,source-test,2022-05-31 23:01:22.416331, 2022-05-31 23:05:26.561061, 2022-05-31 23:40:46.718083, 2022-05-31 23:40:46.720188
normal,/data/all/data/elastic/kibana,0.49,17,51,31-05-2022_23-45-17,t5-large,/scratch/arminz/tmp/currl_/data/all/data/elastic/kibana_length_input,repo-based-included,2022-05-31 23:45:17.863876, 2022-05-31 23:46:07.687907, 2022-05-31 23:47:05.038599, 2022-05-31 23:47:05.041117
normal,all,0.47,52,3529,31-05-2022_23-47-48,t5-large,/scratch/arminz/tmp/currl_/data/all/data/elastic/kibana_length_input,source-test,2022-05-31 23:47:48.248734, 2022-05-31 23:51:52.802675, 2022-06-01 00:27:26.569361, 2022-06-01 00:27:26.573571
